datetime,count
2011-03-20 18:00:00,153.78
2011-03-20 19:00:00,104.12
2011-03-20 20:00:00,71.8
2011-03-20 21:00:00,53.21
2011-03-20 22:00:00,46.38
2011-03-20 23:00:00,34.8
2011-03-21 00:00:00,14.89
2011-03-21 01:00:00,8.46
2011-03-21 02:00:00,6.11
2011-03-21 03:00:00,3.37
2011-03-21 05:00:00,6.72
2011-03-21 06:00:00,42.8
2011-03-21 07:00:00,94.61
2011-03-21 08:00:00,215.9
2011-03-21 09:00:00,120.93
2011-03-21 10:00:00,66.37
2011-03-21 11:00:00,78.83
2011-03-21 12:00:00,90.66
2011-03-21 13:00:00,130.43
2011-03-21 14:00:00,127.54
2011-03-21 15:00:00,140.99
2011-03-21 16:00:00,181.02
2011-03-21 17:00:00,399.27
2011-03-21 18:00:00,386.52
2011-03-21 19:00:00,269.51
2011-03-21 20:00:00,193.03
2011-03-21 21:00:00,102.18
2011-03-21 22:00:00,88.99
2011-03-21 23:00:00,50.34
2011-03-22 00:00:00,27.6
2011-03-22 01:00:00,9.08
2011-03-22 02:00:00,8.61
2011-03-22 03:00:00,3.54
2011-03-22 04:00:00,2.59
2011-03-22 05:00:00,12.05
2011-03-22 06:00:00,49.27
2011-03-22 07:00:00,126.95
2011-03-22 08:00:00,204.39
2011-03-22 09:00:00,124.34
2011-03-22 10:00:00,110.0
2011-03-22 11:00:00,110.09
2011-03-22 12:00:00,155.73
2011-03-22 13:00:00,123.04
2011-03-22 14:00:00,115.97
2011-03-22 15:00:00,124.81
2011-03-22 16:00:00,178.67
2011-03-22 17:00:00,381.03
2011-03-22 18:00:00,319.92
2011-03-22 19:00:00,175.0
2011-03-22 20:00:00,116.35
2011-03-22 21:00:00,96.63
2011-03-22 22:00:00,67.81
2011-03-22 23:00:00,41.55
2011-03-23 00:00:00,18.65
2011-03-23 01:00:00,8.05
2011-03-23 02:00:00,4.25
2011-03-23 03:00:00,3.14
2011-03-23 05:00:00,8.93
2011-03-23 06:00:00,48.69
2011-03-23 07:00:00,112.09
2011-03-23 08:00:00,224.72
2011-03-23 09:00:00,136.64
2011-03-23 10:00:00,58.61
2011-03-23 11:00:00,58.97
2011-03-23 12:00:00,65.17
2011-03-23 13:00:00,61.11
2011-03-23 14:00:00,80.6
2011-03-23 15:00:00,75.31
2011-03-23 16:00:00,131.68
2011-03-23 17:00:00,236.88
2011-03-23 18:00:00,168.35
2011-03-23 19:00:00,115.48
2011-03-23 20:00:00,79.95
2011-03-23 21:00:00,55.49
2011-03-23 22:00:00,46.18
2011-03-23 23:00:00,32.49
2011-03-24 00:00:00,11.41
2011-03-24 01:00:00,6.33
2011-03-24 02:00:00,5.27
2011-03-24 03:00:00,2.76
2011-03-24 04:00:00,2.1
2011-03-24 05:00:00,8.14
2011-03-24 06:00:00,48.88
2011-03-24 07:00:00,89.46
2011-03-24 08:00:00,141.69
2011-03-24 09:00:00,125.92
2011-03-24 10:00:00,62.89
2011-03-24 11:00:00,66.87
2011-03-24 12:00:00,82.05
2011-03-24 13:00:00,85.23
2011-03-24 14:00:00,83.14
2011-03-24 15:00:00,83.03
2011-03-24 16:00:00,101.83
2011-03-24 17:00:00,204.94
2011-03-24 18:00:00,205.65
2011-03-24 19:00:00,127.69
2011-03-24 20:00:00,78.48
2011-03-24 21:00:00,58.59
2011-03-24 22:00:00,51.25
2011-03-24 23:00:00,37.43
2011-03-25 00:00:00,14.51
2011-03-25 01:00:00,6.34
2011-03-25 02:00:00,4.25
2011-03-25 03:00:00,2.4325
2011-03-25 04:00:00,2.2433333333333336
2011-03-25 05:00:00,9.89
2011-03-25 06:00:00,49.82
2011-03-25 07:00:00,108.53
2011-03-25 08:00:00,223.84
2011-03-25 09:00:00,143.39
2011-03-25 10:00:00,83.24
2011-03-25 11:00:00,87.83
2011-03-25 12:00:00,97.25
2011-03-25 13:00:00,100.35
2011-03-25 14:00:00,108.47
2011-03-25 15:00:00,102.23
2011-03-25 16:00:00,136.09
2011-03-25 17:00:00,221.56
2011-03-25 18:00:00,209.51
2011-03-25 19:00:00,121.31
2011-03-25 20:00:00,75.95
2011-03-25 21:00:00,62.22
2011-03-25 22:00:00,40.36
2011-03-25 23:00:00,28.63
2011-03-26 00:00:00,30.71
2011-03-26 01:00:00,24.03
2011-03-26 02:00:00,20.67
2011-03-26 03:00:00,11.75
2011-03-26 04:00:00,4.82
2011-03-26 05:00:00,4.24
2011-03-26 06:00:00,13.4
2011-03-26 07:00:00,31.53
2011-03-26 08:00:00,52.42
2011-03-26 09:00:00,94.89
2011-03-26 10:00:00,132.57
2011-03-26 11:00:00,146.61
2011-03-26 12:00:00,155.85
2011-03-26 13:00:00,162.11
2011-03-26 14:00:00,174.14
2011-03-26 15:00:00,177.38
2011-03-26 16:00:00,174.27
2011-03-26 17:00:00,180.16
2011-03-26 18:00:00,164.8
2011-03-26 19:00:00,103.95
2011-03-26 20:00:00,64.34
2011-03-26 21:00:00,54.5
2011-03-26 22:00:00,43.4
2011-03-26 23:00:00,31.73
2011-03-27 00:00:00,32.54
2011-03-27 01:00:00,24.73
2011-03-27 02:00:00,21.59
2011-03-27 03:00:00,12.49
2011-03-27 04:00:00,5.42
2011-03-27 06:00:00,9.4
2011-03-27 07:00:00,48.47
2011-03-27 08:00:00,47.43
2011-03-27 09:00:00,85.74
2011-03-27 10:00:00,120.8
2011-03-27 11:00:00,134.9
2011-03-27 12:00:00,140.14
2011-03-27 13:00:00,153.8
2011-03-27 14:00:00,166.68
2011-03-27 15:00:00,162.02
2011-03-27 16:00:00,182.58
2011-03-27 17:00:00,171.83
2011-03-27 18:00:00,150.06
2011-03-27 19:00:00,99.3
2011-03-27 20:00:00,49.48
2011-03-27 21:00:00,41.7
2011-03-27 22:00:00,36.07
2011-03-27 23:00:00,30.74
2011-03-28 00:00:00,12.2
2011-03-28 01:00:00,6.14
2011-03-28 02:00:00,3.29
2011-03-28 03:00:00,2.4925
2011-03-28 05:00:00,8.43
2011-03-28 06:00:00,49.38
2011-03-28 07:00:00,113.34
2011-03-28 08:00:00,215.34
2011-03-28 09:00:00,127.86
2011-03-28 10:00:00,71.45
2011-03-28 11:00:00,71.58
2011-03-28 12:00:00,76.1
2011-03-28 13:00:00,80.38
2011-03-28 14:00:00,82.31
2011-03-28 15:00:00,87.53
2011-03-28 16:00:00,117.09
2011-03-28 17:00:00,248.91
2011-03-28 18:00:00,230.08
2011-03-28 19:00:00,135.79
2011-03-28 20:00:00,89.59
2011-03-28 21:00:00,71.69
2011-03-28 22:00:00,46.76
2011-03-28 23:00:00,24.85
2011-03-29 00:00:00,14.14
2011-03-29 01:00:00,3.4
2011-03-29 02:00:00,5.07
2011-03-29 03:00:00,3.03
2011-03-29 04:00:00,1.92
2011-03-29 05:00:00,6.6
2011-03-29 06:00:00,49.24
2011-03-29 07:00:00,116.42
2011-03-29 08:00:00,232.19
2011-03-29 09:00:00,135.42
2011-03-29 10:00:00,76.26
2011-03-29 11:00:00,77.25
2011-03-29 12:00:00,81.4
2011-03-29 13:00:00,82.8
2011-03-29 14:00:00,88.56
2011-03-29 15:00:00,94.1
2011-03-29 16:00:00,118.48
2011-03-29 17:00:00,250.25
2011-03-29 18:00:00,245.52
2011-03-29 19:00:00,144.3
2011-03-29 20:00:00,97.05
2011-03-29 21:00:00,81.2
2011-03-29 22:00:00,51.45
2011-03-29 23:00:00,29.05
2011-03-30 00:00:00,14.81
2011-03-30 01:00:00,10.43
2011-03-30 02:00:00,3.97
2011-03-30 03:00:00,3.6
2011-03-30 04:00:00,3.62
2011-03-30 05:00:00,10.83
2011-03-30 06:00:00,50.43
2011-03-30 07:00:00,118.85
2011-03-30 08:00:00,235.14
2011-03-30 09:00:00,144.34
2011-03-30 10:00:00,75.61
2011-03-30 11:00:00,76.19
2011-03-30 12:00:00,86.8
2011-03-30 13:00:00,89.51
2011-03-30 14:00:00,86.29
2011-03-30 15:00:00,60.71
2011-03-30 16:00:00,66.15
2011-03-30 17:00:00,140.95
2011-03-30 18:00:00,150.04
2011-03-30 19:00:00,99.64
2011-03-30 20:00:00,72.59
2011-03-30 21:00:00,59.61
2011-03-30 22:00:00,41.01
2011-03-30 23:00:00,32.08
2011-03-31 00:00:00,7.58
2011-03-31 01:00:00,6.12
2011-03-31 02:00:00,4.76
2011-03-31 03:00:00,2.99
2011-03-31 04:00:00,2.3
2011-03-31 05:00:00,6.85
2011-03-31 06:00:00,37.06
2011-03-31 07:00:00,98.31
2011-03-31 08:00:00,182.23
2011-03-31 09:00:00,99.47
2011-03-31 10:00:00,47.69
2011-03-31 11:00:00,54.49
2011-03-31 12:00:00,60.57
2011-03-31 13:00:00,60.28
2011-03-31 14:00:00,62.29
2011-03-31 15:00:00,52.32
2011-03-31 16:00:00,100.68
2011-03-31 17:00:00,192.73
2011-03-31 18:00:00,179.23
2011-03-31 19:00:00,119.04
2011-03-31 20:00:00,72.78
2011-03-31 21:00:00,57.83
2011-03-31 22:00:00,44.15
2011-03-31 23:00:00,34.91
2011-04-20 00:00:00,26.69
2011-04-20 01:00:00,9.43
2011-04-20 02:00:00,9.27
2011-04-20 03:00:00,4.74
2011-04-20 04:00:00,4.33
2011-04-20 05:00:00,12.45
2011-04-20 06:00:00,60.76
2011-04-20 07:00:00,157.51
2011-04-20 08:00:00,378.26
2011-04-20 09:00:00,151.02
2011-04-20 10:00:00,108.56
2011-04-20 11:00:00,104.74
2011-04-20 12:00:00,132.0
2011-04-20 13:00:00,132.86
2011-04-20 14:00:00,128.65
2011-04-20 15:00:00,132.43
2011-04-20 16:00:00,195.91
2011-04-20 17:00:00,352.14
2011-04-20 18:00:00,355.56
2011-04-20 19:00:00,292.38
2011-04-20 20:00:00,201.29
2011-04-20 21:00:00,153.21
2011-04-20 22:00:00,112.75
2011-04-20 23:00:00,74.84
2011-04-21 00:00:00,33.87
2011-04-21 01:00:00,17.68
2011-04-21 02:00:00,12.03
2011-04-21 03:00:00,3.69
2011-04-21 04:00:00,3.78
2011-04-21 05:00:00,11.44
2011-04-21 06:00:00,51.0
2011-04-21 07:00:00,124.26
2011-04-21 08:00:00,192.39
2011-04-21 09:00:00,148.81
2011-04-21 10:00:00,101.88
2011-04-21 11:00:00,145.41
2011-04-21 12:00:00,171.8
2011-04-21 13:00:00,154.97
2011-04-21 14:00:00,116.43
2011-04-21 15:00:00,119.37
2011-04-21 16:00:00,168.55
2011-04-21 17:00:00,333.94
2011-04-21 18:00:00,321.09
2011-04-21 19:00:00,218.29
2011-04-21 20:00:00,123.84
2011-04-21 21:00:00,115.28
2011-04-21 22:00:00,67.97
2011-04-21 23:00:00,42.13
2011-04-22 00:00:00,27.56
2011-04-22 01:00:00,17.2
2011-04-22 02:00:00,9.65
2011-04-22 03:00:00,5.7
2011-04-22 04:00:00,4.54
2011-04-22 05:00:00,9.15
2011-04-22 06:00:00,65.49
2011-04-22 07:00:00,128.51
2011-04-22 08:00:00,209.98
2011-04-22 09:00:00,131.89
2011-04-22 10:00:00,106.97
2011-04-22 11:00:00,82.46
2011-04-22 12:00:00,99.28
2011-04-22 13:00:00,70.19
2011-04-22 14:00:00,53.78
2011-04-22 15:00:00,65.23
2011-04-22 16:00:00,95.72
2011-04-22 17:00:00,139.29
2011-04-22 18:00:00,98.43
2011-04-22 19:00:00,93.5
2011-04-22 20:00:00,74.02
2011-04-22 21:00:00,56.24
2011-04-22 22:00:00,44.25
2011-04-22 23:00:00,40.79
2011-04-23 00:00:00,32.18
2011-04-23 01:00:00,22.08
2011-04-23 02:00:00,21.78
2011-04-23 03:00:00,13.53
2011-04-23 04:00:00,6.87
2011-04-23 05:00:00,7.19
